date,ticker_id,action,price,shares,cash_balance,portfolio_value
2025-07-03,PANW,SELL_MAX_DAYS,201.82,12.542700496213852,2531.3678141458795,13642.96404690373
2025-07-03,YETI,BUY,32.75,77.293673714378,0.0,13642.964046903728
2025-07-09,TTD,SELL_TP,75.63,24.98748961933175,1889.80383991006,13660.089074249929
2025-07-09,HSAI,BUY,22.46,84.14086553473108,0.0,13660.089074249929
2025-07-11,HSAI,SELL_TP,23.9,84.14086553473108,2010.9666862800725,13424.877656872417
2025-07-11,LSCC,BUY,53.72,37.434227220403436,0.0,13424.877656872417
2025-07-15,CRM,SELL_MAX_DAYS,257.13,6.608072065592874,1699.1335702258957,13466.309365077454
2025-07-15,KHC,BUY,26.73,63.566538354878254,0.0,13466.309365077454
2025-07-16,EXAS,SELL_MAX_DAYS,53.67,68.92787542487595,3699.359074053092,13632.855765281485
2025-07-16,DIS,SELL_MAX_DAYS,119.82,30.475844183320326,7350.974724098533,13632.855765281485
2025-07-16,SPR,BUY,40.5,90.75277437158684,3675.4873620492663,13632.855765281485
2025-07-16,NIO,BUY,4.11,894.2791635156365,0.0,13632.855765281483
2025-07-17,YETI,SELL_TP,35.1,77.293673714378,2713.0079473746678,14047.282547446932
2025-07-17,NIO,SELL_TP,4.4,894.2791635156365,6647.836266843468,14047.282547446932
2025-07-17,AVAV,BUY,278.56,11.93250335088216,3323.918133421734,14047.282547446932
2025-07-17,JNJ,BUY,161.79,20.54464511664339,0.0,14047.282547446932
2025-07-22,KHC,SELL_TP,28.36,63.566538354878254,1802.7470277443472,14012.37044646827
2025-07-22,LINE,BUY,43.06,41.8659319030271,0.0,14012.37044646827
2025-07-24,JNJ,SELL_TP,168.32,20.54464511664339,3458.0746660334153,14155.575955108532
2025-07-24,SYY,BUY,79.34,43.585513814386374,0.0,14155.575955108532
2025-07-25,LSCC,SELL_MAX_DAYS,53.79,37.434227220403436,2013.5870821855008,14267.59084132651
2025-07-25,AMGN,BUY,304.11,6.621245872169612,0.0,14267.59084132651
2025-07-30,SPR,SELL_MAX_DAYS,39.82,90.75277437158684,3613.775475476588,14056.18659291027
2025-07-30,GS,BUY,726.86,4.971762754143285,0.0,14056.18659291027
2025-07-31,AVAV,SELL_MAX_DAYS,267.64,11.93250335088216,3193.615196830101,13939.204179210938
2025-07-31,ADP,BUY,307.9,10.372248122215334,0.0,13939.204179210938
2025-08-05,LINE,SELL_MAX_DAYS,43.84,41.8659319030271,1835.4024546287083,13893.16298238247
2025-08-07,SYY,SELL_MAX_DAYS,79.85,43.585513814386374,5315.70573270746,13876.535605844852
2025-08-08,AMGN,SELL_MAX_DAYS,285.91,6.621245872169612,7208.786140019474,13931.226938946062
2025-08-13,GS,SELL_MAX_DAYS,740.72,4.971762754143285,10891.470247268488,14038.099160104954
2025-08-14,ADP,SELL_MAX_DAYS,300.12,10.372248122215334,14004.389353707753,14004.389353707753
2025-08-28,ASML,BUY,762.11,3.6751622085283624,11203.511482966202,14004.389353707753
2025-08-28,VRTX,BUY,392.05,7.144185360901799,8402.63361222465,14004.389353707751
2025-08-28,HLT,BUY,276.15,10.142595946918524,5601.7557414831,14004.38935370775
2025-08-28,CRC,BUY,49.68,56.378379040691435,2800.8778707415495,14004.389353707751
2025-08-28,LHX,BUY,274.68,10.196875894646677,0.0,14004.389353707751
2025-09-08,ASML,SELL_TP,794.84,3.6751622085283624,2921.1659298266836,14135.573578137008
2025-09-09,FTNT,BUY,79.84,36.5877496220777,0.0,14169.694171706311
2025-09-10,CRC,SELL_TP,52.82,56.378379040691435,2977.9059809293217,14230.758929054413
2025-09-12,VRTX,SELL_MAX_DAYS,394.53,7.144185360901799,5796.5014313659085,14333.42807949755
2025-09-12,HLT,SELL_MAX_DAYS,274.73,10.142595946918524,8582.976815862836,14333.42807949755
2025-09-12,LHX,SELL_MAX_DAYS,278.04,10.196875894646677,11418.116189610399,14333.42807949755
2025-09-17,SOFI,BUY,27.14,105.17793100230654,8563.587142207798,14355.746606767018
2025-09-17,OXY,BUY,47.19,60.49012603099385,5709.058094805198,14355.746606767018
2025-09-17,CRSP,BUY,59.07,48.32451409179956,2854.5290474025987,14355.746606767016
2025-09-17,META,BUY,775.2,3.682313012645251,0.0,14355.746606767018
2025-09-18,CRSP,SELL_TP,62.94,48.32451409179956,3041.544916937864,14697.323870352398
2025-09-18,KVYO,BUY,33.56,90.63006307919737,0.0,14697.323870352397
2025-09-19,FTNT,SELL_TP,84.21,36.5877496220777,3081.054395675163,15030.634248748276
2025-09-19,SOFI,SELL_TP,29.51,105.17793100230654,6184.855139553229,15030.634248748276
2025-09-19,KVYO,SELL_TP,35.23,90.63006307919737,9377.752261833351,15030.634248748276
2025-09-19,QCOM,BUY,166.85,18.734896137914998,6251.834841222234,15030.634248748276
2025-09-19,AXP,BUY,340.26,9.186849528628452,3125.917420611117,15030.634248748276
2025-09-19,AVAV,BUY,278.55,11.222105261572848,0.0,15030.634248748276
2025-09-23,AVAV,SELL_TP,298.61,11.222105261572848,3351.0328521582683,15245.863512476093
2025-09-23,CEG,BUY,336.26,9.965600583352966,0.0,15245.863512476091
2025-09-24,QCOM,SELL_TP,173.55,18.734896137914998,3251.441224735148,15384.596829044965
2025-09-24,INTU,BUY,693.52,4.688316450477489,0.0,15384.596829044964
2025-10-01,OXY,SELL_MAX_DAYS,47.72,60.49012603099385,2886.5888141990263,15211.705946873448
2025-10-01,META,SELL_MAX_DAYS,717.34,3.682313012645251,5528.059230689971,15211.70594687345
2025-10-01,CEG,SELL_TP,350.5,9.965600583352966,9021.002235155185,15211.70594687345
2025-10-01,SNPS,BUY,488.78,6.1520535722650855,6014.001490103457,15211.70594687345
2025-10-01,PAYS,BUY,6.1,492.95094181175875,3007.000745051729,15211.70594687345
2025-10-01,O,BUY,60.18,49.966778747951615,9.094947017729282e-13,15211.705946873448
2025-10-03,AXP,SELL_MAX_DAYS,329.41,9.186849528628452,3026.2401032254993,15223.871162077583
2025-10-03,PANW,BUY,207.19,14.606110831726914,0.0,15223.871162077583
2025-10-08,INTU,SELL_MAX_DAYS,656.6,4.688316450477489,3078.348581383519,14989.704132652601
2025-10-08,PANW,SELL_TP,217.79,14.606110831726914,6259.413459425324,14989.704132652601
2025-10-08,OKLO,BUY,134.77,23.222577203477492,3129.706729712662,14989.7041326526
2025-10-08,ENSG,BUY,176.35,17.747132008577612,0.0,14989.704132652601
2025-10-10,SNPS,SELL_SL,438.92,6.1520535722650855,2700.2593539385916,14764.336979872962
2025-10-10,PAYS,SELL_SL,5.35,492.95094181175875,5337.546892631501,14764.336979872962
2025-10-10,OKLO,SELL_TP,147.16,23.222577203477492,8754.981353895248,14764.33697987296
2025-10-10,MANU,BUY,15.96,274.2788644704025,4377.490676947624,14764.33697987296
2025-10-10,GILD,BUY,117.18,37.35697795654227,0.0,14764.33697987296
2025-10-13,MANU,SELL_TP,17.13,274.2788644704025,4698.396948377994,15176.84303506443
2025-10-15,O,SELL_MAX_DAYS,59.18,49.966778747951615,7655.43091468177,15232.686076547021
2025-10-17,GILD,SELL_TP,122.81,37.35697795654227,12243.241377524726,15473.929288366195
2025-10-20,ENSG,SELL_TP,185.4,17.747132008577612,15533.559651915015,15533.559651915015
